ZONECODE,ITEM_CODE,DESCRIPTION,ITEM_SPECIFICATION
11,30320586,SAFETY WIRE ROPE FOR BRAKEBEAM,
3,30320598,PIN FOR BOGIE BRAKE RIGGING | T-3-2-629 Alt. m/12.,
4,30320598,PIN FOR ICF BOGIE TO RDSO DRG. NO. SK-93186 ALT-3 ITEM-2 MATERIAL AND SPECN. IS : 1875/92 CL.2.,
5,30320598,Pin for floating lever hanger,"BIS Specification No: Steel, IS:1875, Class-2"
6,30320598,PINS 50X120 FOR BOGIE BRAKE RIGGING TO ICF  DRG NO.T-3-2-629 ALT-m/12(SMALL M).,
10,30320598,"Pin for ICF Bogie for BG Coaches Drg-RDSO/SK-93186,Alt-3 or latest,Item-2 specification as per Drg.",
9,30320604,"""SAFETY STRAP FOR BRAKE BEAM TO CWM/PL`S DRW. NO.C/BG-450/C ALT.NIL, Fig 1 &  2 "" NOTE-""MATERIAL NON COPPER BEARING QUALITY       MATERIAL TO IS: 2062-99, Fe 410 WC       MAY BE ACCEPTED.""",T 32642 ALT 32
7,30320604,SAFETY STRAP FOR BRAKE-LH,
10,30320604,"Bracket ( 5 X 119 X 137 ) mm for Brake Beam ICF's Drg. No. T-3-2-624, Item No. 11, Alt.No. J/7 or latest.",
15,30320604,Split cotter,
24,30320604,SAFETY STRAP LH as per T-3-2-612 ITEM 1 ALT 'k',
7,30320616,LEVER HANGER FOR BOGIE BRAKE,
3,30320616,LEVER HANGER FOR BOOGIE BRAKE TO ITEM NO.1 OF ICF DRG.NO. T-3-2-611 ALT (C) MAT & SPECN AS PER DRG.,
8,30320616,LEVER HANGER FOR BOGIE BRAKE,
5,30320616,"Lever Hanger without Bush / BG-ICF,","BIS Specification No: Steel,IS:2062 Fe 410 WC."
10,30320616,"SET OF 16 TON BMBC LEVERS FOR BOGIE CONSISTING OF 04 ITEMS ARE AS (I) PULL ROD SIZE: 32 X 170 X 512 MM TO RDSO'S SK NO.98031,ITEM NO.4,ALT. NO.1 OR LATEST,QTY/KIT=01 NO, (2)LEVER HANGER SIZE: 20 X100 X435 MM TO RDSO'S SK NO.98031,ITEM NO.3,ALT NO.1 OR LATEST,QTY/KIT= 02 NOS,(3) LEVER SIZE: 20 X 100 X 583 MM TO RDSO'S SK NO.98031,ITEM NO.2,ALT NO.1 OR LATEST,QTY/KIT=02 NOS AND (IV) LEVER SIZE: 20 X 120 X 622 MM TO RDSO'S SK NO.98031,ITEM NO.1,ALT NO.1 OR LATEST,QTY/KIT=02 NOS",
15,30320616,Brake Lever Hanger bracket  for Bogie Frame to IRS  Drg. No. T.0.3.631 Alt. h/15 Item No.1,
11,30320616,"LEVER HANGER FOR BOGIE BRAKE TO DRAWING/SPECIFICATION ICFS DRG. NO. T-3-2-611, ALT. NO. G/4, ITEMS-1.",
24,30320616,LEVER HANGER FOR BOGIE BRAKE FOR 13-T BOGIE as per CC32127 Alt. 'a',
7,30320628,PULL ROD,
3,30320628,PULL ROD,
24,30320628,PULL ROD FOR BOGIE BRAKE FOR 16T BOGIE WITHOUT ITEM NO. 5 as per CC32104 ALT c,
7,30320630,"Pin for lever hanger for 13T and 16T main line bogies to ICF Drg No:ICF/SK-3-2-179, Col-II, Alt:Nil.",
5,30320630,Pin for Lever Hanger / BG ICF.,Material & specification: As per drawing.
15,30320630,"PIN FOR LEVER HANGER FOR 13 T AND 16T MAIN LINE COACHES TO RDSO SK.NO.98127 alt 1 Item nos1,2,3,4 & 5",
3,30320677,PULL ROD FOR BOGIE BRAKE TO RCF DRG. NO  CC-32123 ALT ( b ) OR LATEST. MATERIAL AND SPECN. AS PER DRG.,
24,30320677,PULL ROD FOR BOGIE BRAKE FOR 13-T BOGIE as per CC32123 ALT. 'b',
1,30320707,LONG LEVER WITH BUSHES.,
1,30320732,BRACKET FOR SAFETY WIRE ROPE TO RDSO SKETCH 93289 ALT-5. ITEM NO. 2. MATERIAL  AND SPECIFICATION  AS PER DRG.,
4,30320732,SAFETY STRAP FOR BRAKE BEAM -I,
12,30320732,"SAFETY WIRE ROPE BRACKET FOR BRAKE BEAM TO RDSO DRAWING NO. SK-93289 ITEM 2 & 6, ALT-5.",
16,30320732,"Bracket for safety wire rope(13T BOGIE) to RDSO/SK- 93289, Item No.-2 , Alt-5 or latest.",
24,30320732,SAFETY STRAP RH as per T-3-2-612 ITEM 2 ALT 'k',
8,30320781,LONG LEVER FOR BOGIE BRAKE,
12,30320859,"PIN FOR LEVER HANGER FOR 13  t. & 16 t. MAIN LINE BOGIE TO ITEM AS PER COL-II OF ICF/SK-3-2-179, ALT. NIL OR LATEST MAT & SPEC. AS PER DRG.",
3,30320859,"PIN FOR LEVER HANGER, for 13t & 16t main line  bogie. Drawing No.: ICF/SK-3-2-179. alt. (nil) items as  per col. II.",
24,30320902,PIN FOR LEVER HANGER as per T-3-2-630 ITEM 4 ALT fr',
7,30320914,"Bulb type Split cotter 4 X 12 X 170mm to RDSO Drg No:SK-98052, Item-1, ALT:NIL.",
4,30320914,BULB TYPE SPLIT COTTER TO RDSO DRG. NO. SK-98052 ALT. Nil. ITEM-1,
8,30320914,"SPLIT COTTER TO RDSO's SK. 98052, ALT.Nil.It.1. MATL. AND SPECN. : IS: 1079/94, AMEND-4, Gr. EDD.",
11,30320914,COTTER BULB HEAD 4X12X170MM,
2,30320914,BULB COTTER DGNO-30/77 ITEM-1,
10,30320914,SPLIT COTTER ICF-I          -I,
99,30320914,BULB COTTER DGNO-30/77 ITEM-1,
3,30320914,SPLIT COTTER ITEM NO. 1,
15,30320914,Bulb type split cotter 4x12x170mm to RDSO SK -98052 item -1 Alt nil .Mtrl spec IS 1079-88 Gr- EDD,
14,30320914,"Bulb type split cotter 4x12x170 to RDSO's SK No. 98052 alt-Nil, item No.-I, Material's specn.IS: 1079-04. grade-EDD. Material and specification as per drawing.",
7,30320926,"Bulb type split cotter 4X12X200 mm to RDSO Drg No: Sk-98052, Item-2, ALT:NIL.",
8,30320926,"BULB TYPE SPLIT COTTER 4X12X200 MM. TO RDSO'S SK. 98052, ALT. NIL, ITEM 2. MATL. AND SPECN. :IS:1079/2009 GR. HR 4",
15,30320926,Split Cotter 4mm x 12mm x 200mm to ICF Drg. No. T-3-2-632 Item-2 alt e/22,
11,30320926,COTTER BULB HEAD 4X12X200MM,
3,30320940,PIN FOR LEVER HANGER FOR T/C TO DRG.NO. EMU 276/88 ''.,
2,30320999,"BUSH (? 35/?25 X 24 MM) FOR BOGIE TO ICF'S DRG. NO. T-3-2-640, ITEM NO.- 6, ALT. NO.- 'j/8' OR LATEST.",
99,30320999,"BUSH (? 35/?25 X 24 MM) FOR BOGIE TO ICF'S DRG. NO. T-3-2-640, ITEM NO.- 6, ALT. NO.- 'j/8' OR LATEST.",
24,30321001,BUSH DIA 35/DIA 25 X 50MM as per T-3-2-640 ITEM 7 ALT. 'f',
24,30321013,BUSH DIA 35/DIA 25 X 32MM as per T-3-2-640 ITEM 8 ALT. 'f',
2,30321025,NYLON BUSHES FOR EQUALIZING STAY. DRG.NO. T-3-2-640 Item no.9 alt.j/8. col-XVIII.,
99,30321025,NYLON BUSHES FOR EQUALIZING STAY. DRG.NO. T-3-2-640 Item no.9 alt.j/8. col-XVIII.,
16,30321049,BULB TYPE SPLIT COTTER SIZE- 4X12X170 MM TO DRG. NO.-,
5,30321049,Split Cotter 4 x 12 x 200,
12,30321049,COTTER SPLIT 4X12X200 T.3.2.632/2 ALT.`e/22,
3,30321049,SPLIT COTTER 4X12X200 TO,
14,30321049,"Bulb Type Split Cotter-4x12x200 mm to RDSO's SK No.98052, Alt.Nil, Item No.2, Matl. & Specn.as per drawing.",
16,30321086,PINS ELECTROPLATED,
3,30321141,NYLON 66 BUSH TO ITEM 2 OF RDS,
3,30321153,NYLON 66 BUSH FOR BRAKE HANGER,
2,30321165,"PIN FOR LEVER HANGER Q45X194mm AS PER RDSO'S SK- 98026, ITEM NO-7 ALT.NO.-1 (ONE) OR LATEST.",
99,30321165,"PIN FOR LEVER HANGER Q45X194mm AS PER RDSO'S SK- 98026, ITEM NO-7 ALT.NO.-1 (ONE) OR LATEST.",
8,30321165,"PIN FOR LEVER HANGER(IN ASSEMBLED CONDITION)FOR BOGIE MOUNTED COACHES TO RDSO'S SK-89026,ALT-1,IT-7,8,9,10 & 11.MATL. & SP[ECN.:AS PER DRAWING WITH LATEST SPECIFICATION.",
13,30321165,PIN FOR LEVER HANGER COMPLETE ASSY. TO RDSO DRG NO. SK-98026 ALT.1 ITEM NO 7 TO 11 MAT. AND SPECN. AS PER DRG.,
5,30321165,SPLIT PIN  10x63MM RDSO SK9826,
6,30321165,"PINS FOR LEVER HANGER AS PER ICF DRG NO: T-3-2-630 ITEM 11, alt.d/8.",
12,30321165,"PIN FOR LEVER HANGER AS PER RDSO DRG. NO. SK-98026, ALT-1 , ITEM NO. 7 TO 11.",
3,30321165,NYLON 66 BUSH TO ITEM-4 OF RDS,
11,30321165,PIN FOR LEVER HANGER,
16,30321177,"Pin with split pin, spring washer, castle nut, split pin for BMBC brake arrangement to Drg. No.-",
12,30321177,"PIN WITH SPLIT PIN, SPRING WASHER, CASTLE NUT, SPLIT PIN FOR BMBC BRAKE ARRANGEMENT TO DRG.NO. T-3-2-802. ITEM-7,8,9,10 AND 11, ALT-C.",
7,30321177,"PIN FOR LEVER HANGER WITH CASTLE NUT M24, SPRING LOCK WASHER B-24 & SPLIT PINS TO ICF DRG.NO: T-3-2-802, COL.V, ITEMS-7,8,9,10 & 11, ALT:h/NILL.",
24,30321177,PIN (FOR LEVER HANGER) as per CC32128 ALT. 'f',
14,30321190,"Bush for brake head of ICF Coaches, RDSO's SK-81039, Alt.12, item No.7, RDSO's Specn No.C-K605, Material and specification as per drawing (Rev.1 of Aug.09)",
6,30321190,"COLLAR BUSH 76 x 57 x 21.5 mm LONG FOR BOGIE MOUNTED AIR BRAKE COACHES   ITEM 5 OF ICF DRG.NO.T-3-2-809, ALT.b/0 RDSO SPEC.NO. RDSO/ 2009/CG-17,REV.1 OF JUNE 2011 (HPPA) (OR) RDSO SPEC.C-K 605, REV.1 OF AUG.'09 WITH AMENDMENT NO.1 OF MAR.'10 (SLPR)",
3,30321190,NYLON 66    BUSH,
13,30321219,NYLON BUSH SIZE 48/38X45 MM OD-48 MM LENGTH-45 MM TO DRG. NO. T-3-2-644 ALT. a ITEM NO. 9 MAT. AND SPECN. WD-04 NYLON BUSH-02.,
16,30321256,"Safety Wire Rope for Brake Beam (Modified) to ICF Drg. No. T-3-2-651, Alt.-2 & g, Item- 1, 2 & 3 in assembled condition.",
12,30321256,"SAFETY WIRE ROPE FOR BRAKE BEAM [MODIFIED] DRG.NO.  IRS/T-3-2-651, ALT-2 and h, ITEM-1, 2 and 3.",
4,30321256,SAFETY WIRE ROPE FOR BREAK/B-I,
7,30321256,"SAFETY WIRE ROPE FOR BRAKE BEAM TO ICF DRG.NO. T-3-2-651, Col.I, Alt: j/2.",
5,30321256,Safety Wire Rope for Brake Beam/BG-ICF,"Mat. Spec: BIS Steel,IS:2266,Tab-5 for item-1. IS: 2315 for item-3 and IS:1285 for item-2."
6,30321256,"SAFETY WIRE ROPE FOR BRAKE BEAM (MODIFIED DESIGN) TO DRG NO.T-3-2-651, ITEMS 1 TO 3, ALT-j/2.",
13,30321256,SAFETY WIRE ROPE COMPLETE FOR BRAKE  BEAM TO ICF DRG NO. T-3-2-651 ALT.j/2,
10,30321256,SAFETY WIRE ROPE FOR BRAKE BEAM TO DRG.NO.T 3-2-651 COL.I ALT`j'.,
15,30321256,Safety wire rope 12x650 mm (Modified Design) for Brake beam To ICF DRG NO. T-3-2-651 alt.j/2,
11,30321256,SAFETY WIRE ROPE FOR  BRAKE BEAM,---
16,30321281,"Pin Electroplated Dia 40 X 120 L for Brake Cylinder to ICF Drg. No. T-3-2-648, Alt- h, Item No 3, Col-II, IS:1875/92 CL-2, Grinding & Electroplating to be done as note 4 of Drg. No. T-3-2-648, Alt. h.",
8,30321281,"PIN FOR BOGIE BRAKE ARRANGEMEN FOR BOGIE MOUNTED COACHES TO ICF DRG.NO.T-3-2-648, ALT-H/NIL, ITEM-3.MATL.& SPECN.:IS:1875/92(5TH REV.), AMEND.-2,CL-2.",
7,30321281,"PIN DIA 40 x 120 ELECTROPLATED TO ICF DRG No: T-3-2-648, ITEM:-3, ALT: h/NIL.",
6,30321281,"PIN (DIA 40 X 120mm) FOR BOGIE MOUNTED BRAKE CYLINDER. ITEM 3 OF T-3-2-648, ALT.h/NIL.",
9,30321281,ELECTROPLATED PINS FOR ICF BOGIE TO ICF DRG.NO.T-3-2-648. ALT-h/NIL  ITEM NO.3,C/SK-244/C
12,30321281,"PIN ELECTROPLATED Dia 40 x 120 L, FOR BRAKE CYLINDER TO ICF NO. T-3-2-648  ALT. h, ITEM -3, Col. II  IS:1875/92 CL-2, Grinding & Electroplated to be Done as Note 4.",
13,30321281,PIN ELECTROPLATED SIZE-40X120mm TO ICF DRG NO. T-3-2-648 ALT.h  ITEM NO.3,
3,30321281,PIN [ ELECTROPLATED ] DRAWING No. T-3-2-648 ALT [ h ] ITEM-3,
8,30321293,"PIN FOR BOGIE BRAKE ARRGT.FOR BOGIE MOUNTED COACHES TO ICF DRG. NO.T-3-2-648,ALT-H/NIL,ITEM-4.MATL.& SPECN.:IS:1875/92(5TH REV),AMEND-2,CL-2.",
7,30321293,"PIN ELECTROPLATED DIA 50 X 160 TO ICF DRG NO:T-3-2-648, ITEM:4, ALT:h/NIL.",
6,30321293,"PIN (50 x 160) FOR BOGIE MOUNTED AIR BRAKE CYLINDER. ITEM.4 OF T-3-2-648, ALT.h/NIL.",
9,30321293,"Brake Gear Pin F/lever (middle pin)  As per drg. ICF- T-3-2-648.Item no.4    THIS PL HEADING TO BE CLOSED,THIS HAS THE APPROVAL OF COMPETENT AUTHORITY.",U
12,30321293,"PIN Electroplated Dia 50 x 160 L, for Brake Arrangement to ICF NO. T-3-2-648 ALT. h, item-4, Col. II  IS:1875-92  CL-2 Grinding & Electroplated to be done as note 4.",
13,30321293,PIN ELECTROPLATED SIZE  TO ICF DRG NO.T-3-2-648 ALT. h  ITEM NO. 4 MAT. AND SPECN. AS PER DRG.,
3,30321293,"PIN [ELECTROPLATED] DRAWING No,T-3-2-648 ALT [h] ITEM -4",
15,30321293,"Pin for bogie brake gear assembly of size dia 50 mm x 160 mm to ICF Drg. No. T-3-2-648, Alt-h/nil, item-4",
15,30321300,NYLON BUSH 32X32X20mm,
5,30321311,"Self Lubricated polyester Resin Brake gear Bush,",RDSO spec.No.C-K605 (Rev-1)
6,30321323,"PULL ROD  WITHOUT BUSHES FOR BOGIE BRAKE OF BMBC COACHES to Drg no.ITEM -6 of T-3-2-802, ALT.k/0, SPEC.NO.IS:2062/11 WITH AMENDT.NO.1 OFNOV""12,GRADE E 250C.",
12,30321323,"PULL ROD FOR BMBC ARRANGEMENT TO DRG.NO. T-3-2-802 ALT-K, ITEM-6, SPECIFICATION NO. IS:2062: E250-C-Cu 2011 (SEVENTH REVISION), AMENDMENT NO. 1 OF NOVEMBER 2012.",
14,30321323,"Pull Rod for bogie mounted coaches (32 X 125 X 524),RDSO's Drg. No.SK-98026, Alt-1, IT-6,IS:2062/2011, Grade Designation-E 250(Fe 410W).",
13,30321323,PULL ROD SIZE-32X125X524 MM RDSO DRG. NO. SK-98026 alt.1 item no.6,
5,30321323,"Pull Rod for Bogie Mounted Brake Cylinder,",Specification: As per Drg.
7,30321323,"Pull Rod 32x120x520 mm (without bushes) to  ICF Drg No:T-3-2-802, Item-6, ALT: k/Nil.",
9,30321323,"Pull Rod size-32x125x524 mm TO RDSO drg. no SK-98026, Alt. 1, item no.-6.",3K-98026ALT-1
8,30321323,"PULL ROD FOR BOGIE MOUNTED COACHES(32X125X524) TO RDSO'S DRG. NO.SK-98026,ALT-1,IT-6.MATL.& SPECN.: IS:2062/2006,Grade designation-E 250(Fe410W).quality-C.",
3,30321323,LEVER HANGER FOR BOGIE BRAKE [ BMBC ] DRAWING No. T-3-2-802 ALT [ h ] ITEM-5,
16,30321323,PULL ROD FOR BOGIE MOUNTED BRAKE SYSTEM TO DRG.NO.T-3-2-802 ITEM-6 ALT 'h',
11,30321323,PULL ROD SIZE(32X125X524),
6,30321335,PULL ROD WITHOUT BUSHES FOR BOGIE BRAKE OF BG AC COACHES TO ITEM 4 OF WTAC-3-2-402. ALT-k/0 TO SPECN NO. IS: 2062/11 WITH AMENDT. NO.1. OF NOV.'12 GRADE E 250 C.,
5,30321335,Pull rod for Bogie mounted Brake system to,
13,30321335,PULL ROD FOR AC COACHES  TO RDSO DRG. NO SK 98031 ALT-1 ITEM NO 4 MAT. AND SPEC. AS PER DRG.,
10,30321335,"Pull Rod(Arch Lever) 16T BMBS Size-512x170x32 mm Drg. No.-RDSO/SK-98031,It-4,Alt-1 or latest",
3,30321335,PUII ROD FOR BOGIE BRAKE WITH BOGIE  MOUNTED BRAKE CYLINDER DRAWING No.RDSO/SK-98026 ALT [1] ITEM-6,
15,30321335,"PULL ROD FOR BOGIE MOUNTED BRAKE SYSTEM TO DRG.NO. WTAC4-3-2-402/ITEM-4, ALT. `h'.",
5,30321347,Brake Beam for Air Brake Coaches to,
7,30321347,"BRAKE BEAM FOR AIR-BRAKE COACHES.DIMENSION 1752mm [distance between two holes of dia 14mm] SHOULD BE EQUISPACED FROM CENTRE LINE ON EITHER SIDES TO ICF DRG NO.T-3-2-804 COL-1, ITEMS-1 to 5,8,9,10 and 12 Alt-b/2.",
3,30321347,BRAKE BEAM FOR AIR BK COACHES,
14,30321347,"Brake Beam Complete for Air Brake Coaches to ICF Drg. No. T-3-2-804, Alt. b/2.",
6,30321359,"Bush (Nylon) dia 45/35 x 32mm for bogie alternator bracket for BG AC BMBC coaches (16.25t bogie). Drg. No. RDSO Drg. RDSO/PE/SK/AC-0128-2009 (Rev.0),  Alt.Nil ICF Drg.No.T-3-2-640, Alt.k/8, Item 16 Spec. No.RDSO/PE/SPEC/AC/0006-2009, Rev.1 of Oct. '09.",
3,30321359,HPPA BUSH FOR ALTERNATER DRG NO:-T-0-3-813 ALT.[C] AND [NIL] ITEM:-1 SPECIFICATION:-RDSO/2009/CG-17[REV.-1],
6,30321360,"Bush (Nylon) dia 42/32.5 x 25mm for bogie alternator bracket for BG Non AC BMBC coaches (13t bogie). Drg. No. RDSO Drg. RDSO/PE/SK/TL-0129-2009 (Rev.0),  Alt.Nil  ICF Drg.No.T-3-2-640, Alt.k/8, Item 17 Spec. No.RDSO/PE/SPEC/AC/0006-2009, Rev.1 of Oct. '09.",
2,30321372,"Nylon 66 Bogie Bush for 25KW/4.5Kw alternator consisting of 2 items are (1).Bogie bush for 4.5Kw alternator to South Eastern Railway's electrical Drg.no. CEE/G/A4/TL-386, alt.no.- nil.and as per specn.no.RDSO/PE/AC/0006-99(REV-0),qty-26 Nos.(2).Nylon 66 bush for 25 Kw 110v brushless alternator to South Eastern Railway's electrical Drg.no. CEE/G/A4/TL-389, alt.no. nil.and as per specn.no.RDSO/PE/AC/0006-99(REV-0),qty-11 Nos.",
10,30321372,Nylon- 66 bogies bushes for alternator 25 KW as per RDSO specification RDSO/PE/SPEC/AC/0006-2009 (Rev-1) with ref- drawing no. SKEL 3943 & drawing no. RDSO/PE/SK/AC-0128-2009 (rev-0).,
99,30321372,"Nylon 66 Bogie Bush for 25KW/4.5Kw alternator consisting of 2 items are (1).Bogie bush for 4.5Kw alternator to South Eastern Railway's electrical Drg.no. CEE/G/A4/TL-386, alt.no.- nil.and as per specn.no.RDSO/PE/AC/0006-99(REV-0),qty-26 Nos.(2).Nylon 66 bush for 25 Kw 110v brushless alternator to South Eastern Railway's electrical Drg.no. CEE/G/A4/TL-389, alt.no. nil.and as per specn.no.RDSO/PE/AC/0006-99(REV-0),qty-11 Nos.",
10,30321384,"Nylon- 66 bush for brake head 35×25×24 mm (MG) to RDSO SK No. 84018, it.- 7 Alt.- 5 and specification no. WD-04-Nylon Bush-02.",
9,30324014,LEVER FOR BOGIE BRAKE COMPLETE WITH BUSHES TO ICF DRG NO MG/3-2-005 ALT.j/3. NOTE:-NON-CU BEARING STEEL TO IS:2062-2006(Amend Slip No.1 of March 2009) E 250 ality C .,MG-T-3-2-005
4,30324014,LEVER MS B/EQ BUSH COMP,
9,30324038,NYLON 66 BUSHES  TO RDSO DRG.No.SK-84018 ALT.3 Sr.No.1,MG T-3-2-007
5,30324038,"Bush for Bogie Brake Gear / MG-ICF, (45 x 35 x 20),",Materials Specification : as per drawing.
24,30324040,PULL ROD 32X70X415 as per MG/T-3-2-008 ALT f  ITEM  1,
3,30324051,BUSH FOR PULL ROD,
5,30324051,Bush for Bogie Brake Gear / MG-ICF (45 x 35 x 32),Mat Spec.: As per drg.
24,30324063,PULL ROD WITHOUT BUSH TO DRGNO.MG/T-3-2-011 ITEM 2 as per MG/T-3-2-010 ALT e,
9,30324142,BLOCK HANGER FOR BOGIE BRAKE AS PER ICF DRG NO.MG/T-3-2-016 Alt.l/5.,MGT 3 2 016
3,30324142,BLOCK HANGER FOR BOGIE BRAKE,
13,30324142,"Brake Block Hanger Size- 60x250x25 mm MG TO ICF DRG NO. MG/T-3-2-016 Alt.l/4 (SMALL ""L""), ITEM NO.1& 2,",
4,30324142,"BLOCK HANGER WITHOUT BUSHES FOR BOGIE BRAKE OF M.G. COACHES TO ICF DRG. NO. MG/T-3-2-016 ALT. l/5 ITEM 1 MATERIAL AND SPECIFICATION IS : 2062/2011 E250, QUALITY C .",
5,30324142,Block hanger/MG,"BIS Specification No: IS:2062, 42W"
24,30324142,BLOCK HANGER 25X60X250 as per MG/T-3-2-016 ALT j  ITEM  1,
13,30324154,Safety Strap for MG BOGIES SIMPLIFIED  TO ICF  DRAWING NO. MG/T-3-2-033 alt -NIL /3 MAT. AND SPECS. AS PER DRG.,
3,30324154,SAFETY STRAP FOR MG BOGIE ( SIMPLIFIED ) TO     ITEM-1 OF ICF DRG MG/T-3-2-033 ALT ( 2 ) MATL AND SPECN AS PER DRG.,
4,30324154,SAFETY STRAP FOR B/BEAM    1-I,
10,30324154,LOOP SAFETY SFREP FOR BRAVE,
9,30324210,"Safety Strap for MG Bogie(simplified) to ICF Drg. no.MG/T-3-2-033, Alt-3.","MG/T-3-2-033, Alt-3."
13,30324210,"""LOOPS M.S.SAFETY STRAP FOR BRAKE BEAM TOICF DRAWING NO.MG/T-3-2-019, ALT-f.""",
9,30324257,"""PIN FOR LEVER HANGER TO ICF DRG.NO.MG/ T-3-2-034,ALT. 3.",MG-T-2-023/1
13,30324257,PIN FOR LEVER HANGER MG TO ICF DRG.NO. MG/T-3-2-029 ALT. h/3. ITEM NO.3 TO 6 COL.III.,
9,30324269,BRAKE BEAM COMPLETE FOR M.G.COACHES TO ICF DRG NO MG/T-3-2-023 Alt.v/5. Note:- MATERIAL CONFORMING TO IS-2062-2011 WITH AMND. NO.1 OF NOV-2012. E250 quality C.,MG/R-3-2-023
3,30324269,'BRAKE BEAM COMPLETE FOR M.G COACHES TO ITEM 1 TO 6 & 8 OF ICF/DRG. MG/T-3-2-023 ALT (Q) & (2).MATL  AND SPECN. AS PER DRG. NOTE:- ITEM 3 TO 6 & 8 INVOLVE COPPER BEARING STEEL.,
13,30324269,Brake Beam Complete Without Bushes For MG TO ICF DRG NO MG/T- 3-2-023 Alt- v/5.,
4,30324269,"BRAKE BEAM WITHOUT BUSHES FOR MG COACHES TO ICF DRG. NO. MG/T-3-2-023 ALT. v/5, COL.-II. mATERIAL AND SPECN. IS:1161/1998 HFS-YST 322, HEAVY FOR ITEM-1, IS:1875/1992 St. CL.-I FOR ITEM-2, IS:2062/2006 E250 Cu Fe410W QUALITY-C FOR ITEMS 3,4 AND 8 AND IS:2062/2006 E250 Cu Fe410W QUALITY-A FOR ITEM-9 WHERE AS MATL. AND SPECN. FOR THE REMAINING ITEMS i.e. ITEMS 5 AND 6 SHOULD BE ACCORDINGLY TO THE DRAWING..",
5,30324269,"Brake Beam Complete  for MG coaches,","Specification:  Mat spec.Item-5, 6 - IS:2062 Fe 410 wc, rest are as per drg."
10,30324269,BREAK BEAM,
24,30324269,BREAK BEAM ASSLY. W/O ITEM NO. 7 as per MG/T-3-2-023 ALT. 'v' COL.I,
3,30324282,BRAKE BEAM,
24,30324282,BRAKE BEAM FOR AIR BRAKE COACHES WITHOUT BUSH TO DRGNO.CC32169 as per CC32200 ALT. 'f',
24,30324300,ADJUSTING LINK 32X60X295 as per MG/T-3-2-024 ALT f  ITEM  1,
4,30324312,LEVER MS B/EQL WITH BUSHES,
24,30324312,LEVER 20X100X408 as per MG/T-3-2-025 ALT e  ITEM  1,
4,30324324,"PIN FOR ICF BOGIE TO RDSO DRG. NO. SK-93186, ALT. 3, ITEM-3. MATERIAL SPECIFICATION IS:1875/92 Cl.2.",
10,30324324,PIN FOR ICF BOGI ITEM,
4,30324336,PIN  FOR ICF BOGIE TO RDSO DRG NO SKETCH-93186 ALT-3 ITEM-4,
10,30324336,PIN MS 24X100 MM,
3,30324350,PINFORBOGIEBRAKERIGGING,
24,30324350,PIN FOR BOGIE BRAKE RIGGING as per CC32187 ALT. 'e',
3,30324361,"PINFORBOGIEBR,RIGGING",
24,30324361,PIN FOR BOGIE BRAKE RIGGING as per CC32188 ALT. 'e',
3,30324609,SHORT LEVER,
24,30324609,SHORT LEVER FOR 13-T BOGIE as per CC32122 ALT. 'a',
3,30324610,LONG LEVER,
24,30324610,LONG LEVER FOR BOGIE BRAKE FOR 13-T BOGIE as per CC32121 ALT. 'a',
9,30326011,"""PIN FOR ICF BOGIE TO ICF DRAWING NO. ICF/STD-3-2-001,ALT-g/10, ITEM-14.""",SK 6703
13,30326011,"PIN FOR ICF BOGIE MG TO DRG NO. SK - 93186, ALT-3 , ITEM NO.4 MAT. AND SPECN. AS PER DRG.",
5,30326011,Pin for Bogie Brake Rigging  (24.2 x110).,Materials Specification : as per drawing.
9,30326023,"PIN FOR ICF BOGIE TO ICF Drg.NO. ICF STD-3-2-001 ALT.g/10,ITEM-13.",67103/4
13,30326023,"PIN FOR ICF BOGIES MG to RDSO Drg.NO-SK-93186 ALT-3, ITEM No. 3.",
5,30326023,Pin(34.2 x 155) for Bogie Brake Rigging / MG,BIS Specification No: IS:1875 Electro Plated
1,30326047,"PIN ELECTROPLATED FOR ICF BOGIE TO RDSO DRG. NO.  SKETCH 93186. ALT-3, ITEM NO. 2. MATERIAL AND SPECIFICATION AS PER DRAWING.",
9,30326047,"Electroplated Pin for ICF Bogie, to ICF Drg.no. T-3-2-648,Alt.h/nil(or latest), Item no.2.",T-3-2-629
16,30326047,"25 micron Electroplated Entire Pin to IS: 1068/93, Table 1A, Service Grade No.3, Fe/Ni 25p Cr mc with N5 finish over the body to RDSO Drg. No. SK-93186, Alt-3, Item-2, Dia. 50 X 117mm length for brake arrangement.",
7,30326047,"Pin [DIA 50 X 120] Electroplated for bogie brake rigging to ICF Drg No:T-3-2-648, item-2, Alt-h/Nil.",
13,30326047,"PIN FOR ICF BOGIE (CHROMEPLATED) TO RDSO DRG. NO. SK-93186 WITH  ALT.3 , ITEM NO. 2 MAT AND SPECN  IS: 1875-1992 WITH AMNDT. 2.",
12,30326047,"25 MICRON ELECTROPLATED ENTIRE PIN TO IS: 1068/93, TABLE 1A, SERVICE GRADE NO. 3, Fe/Ni 25p Cr mc WITH N5 FINISH OVER THE BODY TO RDSO DRG.NO. SK-93186, ALT-3, ITEM-2 DIA. 50 x 117 MM. LENGTH FOR BRAKE ARRANGEMENT.",
5,30326047,Pin for f/lever,
6,30326047,"PIN FOR BOGIE BRAKE RIGGING TO ITEM 2 OF DRG. NO.RDSO/SK-93186,  ALT-3.",
